Provincias;Edad (3 grupos de edad);Españoles/Extranjeros;Sexo;Año;Total
40 Segovia;16-64 años;Extranjeros;Ambos sexos;2013;16.432
40 Segovia;16-64 años;Extranjeros;Ambos sexos;2012;17.283
40 Segovia;16-64 años;Extranjeros;Ambos sexos;2011;16.899
40 Segovia;16-64 años;Extranjeros;Ambos sexos;2010;16.830
40 Segovia;16-64 años;Extranjeros;Ambos sexos;2009;17.357
40 Segovia;16-64 años;Extranjeros;Ambos sexos;2008;16.619
40 Segovia;16-64 años;Extranjeros;Ambos sexos;2007;12.695
40 Segovia;16-64 años;Extranjeros;Ambos sexos;2006;10.215
40 Segovia;16-64 años;Extranjeros;Ambos sexos;2005;9.499
40 Segovia;16-64 años;Extranjeros;Ambos sexos;2004;7.401
40 Segovia;16-64 años;Extranjeros;Ambos sexos;2003;5.972
40 Segovia;16-64 años;Extranjeros;Ambos sexos;2002;4.286
40 Segovia;16-64 años;Extranjeros;Ambos sexos;2001;1.935
40 Segovia;16-64 años;Extranjeros;Ambos sexos;2000;1.120
40 Segovia;16-64 años;Extranjeros;Ambos sexos;1999;875
40 Segovia;16-64 años;Extranjeros;Ambos sexos;1998;807
40 Segovia;16-64 años;Extranjeros;Hombres;2022;6.973
40 Segovia;16-64 años;Extranjeros;Hombres;2021;6.846
40 Segovia;16-64 años;Extranjeros;Hombres;2020;6.839
40 Segovia;16-64 años;Extranjeros;Hombres;2019;6.385
40 Segovia;16-64 años;Extranjeros;Hombres;2018;6.135
40 Segovia;16-64 años;Extranjeros;Hombres;2017;6.184
40 Segovia;16-64 años;Extranjeros;Hombres;2016;6.551
40 Segovia;16-64 años;Extranjeros;Hombres;2015;6.942
40 Segovia;16-64 años;Extranjeros;Hombres;2014;7.641
40 Segovia;16-64 años;Extranjeros;Hombres;2013;8.505
40 Segovia;16-64 años;Extranjeros;Hombres;2012;9.042
40 Segovia;16-64 años;Extranjeros;Hombres;2011;8.925
40 Segovia;16-64 años;Extranjeros;Hombres;2010;9.004
40 Segovia;16-64 años;Extranjeros;Hombres;2009;9.593
40 Segovia;16-64 años;Extranjeros;Hombres;2008;9.254
40 Segovia;16-64 años;Extranjeros;Hombres;2007;6.934
40 Segovia;16-64 años;Extranjeros;Hombres;2006;5.526
40 Segovia;16-64 años;Extranjeros;Hombres;2005;5.123
40 Segovia;16-64 años;Extranjeros;Hombres;2004;3.955
40 Segovia;16-64 años;Extranjeros;Hombres;2003;3.180
40 Segovia;16-64 años;Extranjeros;Hombres;2002;2.294
40 Segovia;16-64 años;Extranjeros;Hombres;2001;992
40 Segovia;16-64 años;Extranjeros;Hombres;2000;549
40 Segovia;16-64 años;Extranjeros;Hombres;1999;422
40 Segovia;16-64 años;Extranjeros;Hombres;1998;394
40 Segovia;16-64 años;Extranjeros;Mujeres;2022;7.293
40 Segovia;16-64 años;Extranjeros;Mujeres;2021;7.261
40 Segovia;16-64 años;Extranjeros;Mujeres;2020;7.170
40 Segovia;16-64 años;Extranjeros;Mujeres;2019;6.729
40 Segovia;16-64 años;Extranjeros;Mujeres;2018;6.430
40 Segovia;16-64 años;Extranjeros;Mujeres;2017;6.334
40 Segovia;16-64 años;Extranjeros;Mujeres;2016;6.576
40 Segovia;16-64 años;Extranjeros;Mujeres;2015;6.767
40 Segovia;16-64 años;Extranjeros;Mujeres;2014;7.207
40 Segovia;16-64 años;Extranjeros;Mujeres;2013;7.927
40 Segovia;16-64 años;Extranjeros;Mujeres;2012;8.241
40 Segovia;16-64 años;Extranjeros;Mujeres;2011;7.974
40 Segovia;16-64 años;Extranjeros;Mujeres;2010;7.826
40 Segovia;16-64 años;Extranjeros;Mujeres;2009;7.764
40 Segovia;16-64 años;Extranjeros;Mujeres;2008;7.365
40 Segovia;16-64 años;Extranjeros;Mujeres;2007;5.761
40 Segovia;16-64 años;Extranjeros;Mujeres;2006;4.689
40 Segovia;16-64 años;Extranjeros;Mujeres;2005;4.376
40 Segovia;16-64 años;Extranjeros;Mujeres;2004;3.446
40 Segovia;16-64 años;Extranjeros;Mujeres;2003;2.792
40 Segovia;16-64 años;Extranjeros;Mujeres;2002;1.992
40 Segovia;16-64 años;Extranjeros;Mujeres;2001;943
40 Segovia;16-64 años;Extranjeros;Mujeres;2000;570
40 Segovia;16-64 años;Extranjeros;Mujeres;1999;453
40 Segovia;16-64 años;Extranjeros;Mujeres;1998;412
40 Segovia;16-64 años;% Extranjeros;Ambos sexos;2022;14,58
40 Segovia;16-64 años;% Extranjeros;Ambos sexos;2021;14,41
40 Segovia;16-64 años;% Extranjeros;Ambos sexos;2020;14,39
40 Segovia;16-64 años;% Extranjeros;Ambos sexos;2019;13,52
40 Segovia;16-64 años;% Extranjeros;Ambos sexos;2018;12,94
40 Segovia;16-64 años;% Extranjeros;Ambos sexos;2017;12,81
40 Segovia;16-64 años;% Extranjeros;Ambos sexos;2016;13,27
40 Segovia;16-64 años;% Extranjeros;Ambos sexos;2015;13,66
40 Segovia;16-64 años;% Extranjeros;Ambos sexos;2014;14,57
40 Segovia;16-64 años;% Extranjeros;Ambos sexos;2013;15,82
40 Segovia;16-64 años;% Extranjeros;Ambos sexos;2012;16,38
40 Segovia;16-64 años;% Extranjeros;Ambos sexos;2011;15,97
40 Segovia;16-64 años;% Extranjeros;Ambos sexos;2010;15,89
40 Segovia;16-64 años;% Extranjeros;Ambos sexos;2009;16,26
40 Segovia;16-64 años;% Extranjeros;Ambos sexos;2008;15,65
40 Segovia;16-64 años;% Extranjeros;Ambos sexos;2007;12,42
40 Segovia;16-64 años;% Extranjeros;Ambos sexos;2006;10,25
40 Segovia;16-64 años;% Extranjeros;Ambos sexos;2005;9,60
40 Segovia;16-64 años;% Extranjeros;Ambos sexos;2004;7,68
40 Segovia;16-64 años;% Extranjeros;Ambos sexos;2003;6,30
40 Segovia;16-64 años;% Extranjeros;Ambos sexos;2002;4,58
40 Segovia;16-64 años;% Extranjeros;Ambos sexos;2001;2,11
40 Segovia;16-64 años;% Extranjeros;Ambos sexos;2000;1,22
40 Segovia;16-64 años;% Extranjeros;Ambos sexos;1999;0,95
40 Segovia;16-64 años;% Extranjeros;Ambos sexos;1998;0,88
40 Segovia;16-64 años;% Extranjeros;Hombres;2022;13,79
40 Segovia;16-64 años;% Extranjeros;Hombres;2021;13,54
40 Segovia;16-64 años;% Extranjeros;Hombres;2020;13,57
40 Segovia;16-64 años;% Extranjeros;Hombres;2019;12,71
40 Segovia;16-64 años;% Extranjeros;Hombres;2018;12,18
40 Segovia;16-64 años;% Extranjeros;Hombres;2017;12,16
40 Segovia;16-64 años;% Extranjeros;Hombres;2016;12,69
40 Segovia;16-64 años;% Extranjeros;Hombres;2015;13,22
40 Segovia;16-64 años;% Extranjeros;Hombres;2014;14,30
40 Segovia;16-64 años;% Extranjeros;Hombres;2013;15,60
40 Segovia;16-64 años;% Extranjeros;Hombres;2012;16,28
40 Segovia;16-64 años;% Extranjeros;Hombres;2011;16,00
40 Segovia;16-64 años;% Extranjeros;Hombres;2010;16,13
40 Segovia;16-64 años;% Extranjeros;Hombres;2009;16,98
40 Segovia;16-64 años;% Extranjeros;Hombres;2008;16,43
40 Segovia;16-64 años;% Extranjeros;Hombres;2007;12,88
40 Segovia;16-64 años;% Extranjeros;Hombres;2006;10,57
40 Segovia;16-64 años;% Extranjeros;Hombres;2005;9,88
40 Segovia;16-64 años;% Extranjeros;Hombres;2004;7,85
40 Segovia;16-64 años;% Extranjeros;Hombres;2003;6,42
40 Segovia;16-64 años;% Extranjeros;Hombres;2002;4,70
40 Segovia;16-64 años;% Extranjeros;Hombres;2001;2,08
40 Segovia;16-64 años;% Extranjeros;Hombres;2000;1,16
40 Segovia;16-64 años;% Extranjeros;Hombres;1999;0,89
40 Segovia;16-64 años;% Extranjeros;Hombres;1998;0,83
40 Segovia;16-64 años;% Extranjeros;Mujeres;2022;15,42
40 Segovia;16-64 años;% Extranjeros;Mujeres;2021;15,33
40 Segovia;16-64 años;% Extranjeros;Mujeres;2020;15,27
40 Segovia;16-64 años;% Extranjeros;Mujeres;2019;14,38
40 Segovia;16-64 años;% Extranjeros;Mujeres;2018;13,75
40 Segovia;16-64 años;% Extranjeros;Mujeres;2017;13,52
40 Segovia;16-64 años;% Extranjeros;Mujeres;2016;13,89
40 Segovia;16-64 años;% Extranjeros;Mujeres;2015;14,16
40 Segovia;16-64 años;% Extranjeros;Mujeres;2014;14,87
40 Segovia;16-64 años;% Extranjeros;Mujeres;2013;16,06
40 Segovia;16-64 años;% Extranjeros;Mujeres;2012;16,50
40 Segovia;16-64 años;% Extranjeros;Mujeres;2011;15,93
40 Segovia;16-64 años;% Extranjeros;Mujeres;2010;15,61
40 Segovia;16-64 años;% Extranjeros;Mujeres;2009;15,46
40 Segovia;16-64 años;% Extranjeros;Mujeres;2008;14,76
40 Segovia;16-64 años;% Extranjeros;Mujeres;2007;11,90
40 Segovia;16-64 años;% Extranjeros;Mujeres;2006;9,90
40 Segovia;16-64 años;% Extranjeros;Mujeres;2005;9,30
40 Segovia;16-64 años;% Extranjeros;Mujeres;2004;7,51
40 Segovia;16-64 años;% Extranjeros;Mujeres;2003;6,17
40 Segovia;16-64 años;% Extranjeros;Mujeres;2002;4,44
40 Segovia;16-64 años;% Extranjeros;Mujeres;2001;2,13
40 Segovia;16-64 años;% Extranjeros;Mujeres;2000;1,29
40 Segovia;16-64 años;% Extranjeros;Mujeres;1999;1,02
40 Segovia;16-64 años;% Extranjeros;Mujeres;1998;0,93
40 Segovia;65 y más;TOTAL;Ambos sexos;2022;35.219
40 Segovia;65 y más;TOTAL;Ambos sexos;2021;34.633
40 Segovia;65 y más;TOTAL;Ambos sexos;2020;34.879
40 Segovia;65 y más;TOTAL;Ambos sexos;2019;34.695
40 Segovia;65 y más;TOTAL;Ambos sexos;2018;34.538
40 Segovia;65 y más;TOTAL;Ambos sexos;2017;34.538
40 Segovia;65 y más;TOTAL;Ambos sexos;2016;34.517
40 Segovia;65 y más;TOTAL;Ambos sexos;2015;34.665
40 Segovia;65 y más;TOTAL;Ambos sexos;2014;34.657
40 Segovia;65 y más;TOTAL;Ambos sexos;2013;34.578
40 Segovia;65 y más;TOTAL;Ambos sexos;2012;34.777
40 Segovia;65 y más;TOTAL;Ambos sexos;2011;34.844
40 Segovia;65 y más;TOTAL;Ambos sexos;2010;34.764
40 Segovia;65 y más;TOTAL;Ambos sexos;2009;34.692
40 Segovia;65 y más;TOTAL;Ambos sexos;2008;34.662
40 Segovia;65 y más;TOTAL;Ambos sexos;2007;34.795
40 Segovia;65 y más;TOTAL;Ambos sexos;2006;34.991
40 Segovia;65 y más;TOTAL;Ambos sexos;2005;34.850
40 Segovia;65 y más;TOTAL;Ambos sexos;2004;35.115
40 Segovia;65 y más;TOTAL;Ambos sexos;2003;35.214
40 Segovia;65 y más;TOTAL;Ambos sexos;2002;35.306
40 Segovia;65 y más;TOTAL;Ambos sexos;2001;34.924
40 Segovia;65 y más;TOTAL;Ambos sexos;2000;34.348
40 Segovia;65 y más;TOTAL;Ambos sexos;1999;34.033
40 Segovia;65 y más;TOTAL;Ambos sexos;1998;33.176
40 Segovia;65 y más;TOTAL;Hombres;2022;15.986
40 Segovia;65 y más;TOTAL;Hombres;2021;15.682
40 Segovia;65 y más;TOTAL;Hombres;2020;15.727
40 Segovia;65 y más;TOTAL;Hombres;2019;15.562
40 Segovia;65 y más;TOTAL;Hombres;2018;15.414
40 Segovia;65 y más;TOTAL;Hombres;2017;15.346
40 Segovia;65 y más;TOTAL;Hombres;2016;15.299
40 Segovia;65 y más;TOTAL;Hombres;2015;15.301
40 Segovia;65 y más;TOTAL;Hombres;2014;15.274
40 Segovia;65 y más;TOTAL;Hombres;2013;15.188
40 Segovia;65 y más;TOTAL;Hombres;2012;15.194
40 Segovia;65 y más;TOTAL;Hombres;2011;15.194
40 Segovia;65 y más;TOTAL;Hombres;2010;15.163
40 Segovia;65 y más;TOTAL;Hombres;2009;15.082
40 Segovia;65 y más;TOTAL;Hombres;2008;15.068
40 Segovia;65 y más;TOTAL;Hombres;2007;15.142
40 Segovia;65 y más;TOTAL;Hombres;2006;15.279
40 Segovia;65 y más;TOTAL;Hombres;2005;15.177
40 Segovia;65 y más;TOTAL;Hombres;2004;15.339
40 Segovia;65 y más;TOTAL;Hombres;2003;15.422
40 Segovia;65 y más;TOTAL;Hombres;2002;15.493
40 Segovia;65 y más;TOTAL;Hombres;2001;15.318
40 Segovia;65 y más;TOTAL;Hombres;2000;15.090
40 Segovia;65 y más;TOTAL;Hombres;1999;14.911
40 Segovia;65 y más;TOTAL;Hombres;1998;14.562
40 Segovia;65 y más;TOTAL;Mujeres;2022;19.233
40 Segovia;65 y más;TOTAL;Mujeres;2021;18.951
40 Segovia;65 y más;TOTAL;Mujeres;2020;19.152
40 Segovia;65 y más;TOTAL;Mujeres;2019;19.133
40 Segovia;65 y más;TOTAL;Mujeres;2018;19.124
40 Segovia;65 y más;TOTAL;Mujeres;2017;19.192
40 Segovia;65 y más;TOTAL;Mujeres;2016;19.218
40 Segovia;65 y más;TOTAL;Mujeres;2015;19.364
40 Segovia;65 y más;TOTAL;Mujeres;2014;19.383
40 Segovia;65 y más;TOTAL;Mujeres;2013;19.390
40 Segovia;65 y más;TOTAL;Mujeres;2012;19.583
40 Segovia;65 y más;TOTAL;Mujeres;2011;19.650
40 Segovia;65 y más;TOTAL;Mujeres;2010;19.601
40 Segovia;65 y más;TOTAL;Mujeres;2009;19.610
40 Segovia;65 y más;TOTAL;Mujeres;2008;19.594
40 Segovia;65 y más;TOTAL;Mujeres;2007;19.653
40 Segovia;65 y más;TOTAL;Mujeres;2006;19.712
40 Segovia;65 y más;TOTAL;Mujeres;2005;19.673
40 Segovia;65 y más;TOTAL;Mujeres;2004;19.776
40 Segovia;65 y más;TOTAL;Mujeres;2003;19.792
40 Segovia;65 y más;TOTAL;Mujeres;2002;19.813
40 Segovia;65 y más;TOTAL;Mujeres;2001;19.606
40 Segovia;65 y más;TOTAL;Mujeres;2000;19.258
40 Segovia;65 y más;TOTAL;Mujeres;1999;19.123
40 Segovia;65 y más;TOTAL;Mujeres;1998;18.614
40 Segovia;65 y más;Españoles;Ambos sexos;2022;34.499
40 Segovia;65 y más;Españoles;Ambos sexos;2021;34.006
40 Segovia;65 y más;Españoles;Ambos sexos;2020;34.300
40 Segovia;65 y más;Españoles;Ambos sexos;2019;34.189
40 Segovia;65 y más;Españoles;Ambos sexos;2018;34.101
40 Segovia;65 y más;Españoles;Ambos sexos;2017;34.150
40 Segovia;65 y más;Españoles;Ambos sexos;2016;34.156
40 Segovia;65 y más;Españoles;Ambos sexos;2015;34.317
40 Segovia;65 y más;Españoles;Ambos sexos;2014;34.318
40 Segovia;65 y más;Españoles;Ambos sexos;2013;34.236
40 Segovia;65 y más;Españoles;Ambos sexos;2012;34.456
40 Segovia;65 y más;Españoles;Ambos sexos;2011;34.572
40 Segovia;65 y más;Españoles;Ambos sexos;2010;34.507
40 Segovia;65 y más;Españoles;Ambos sexos;2009;34.457
40 Segovia;65 y más;Españoles;Ambos sexos;2008;34.448
40 Segovia;65 y más;Españoles;Ambos sexos;2007;34.634
40 Segovia;65 y más;Españoles;Ambos sexos;2006;34.848
40 Segovia;65 y más;Españoles;Ambos sexos;2005;34.712
40 Segovia;65 y más;Españoles;Ambos sexos;2004;34.998
40 Segovia;65 y más;Españoles;Ambos sexos;2003;35.117
40 Segovia;65 y más;Españoles;Ambos sexos;2002;35.232
40 Segovia;65 y más;Españoles;Ambos sexos;2001;34.868
40 Segovia;65 y más;Españoles;Ambos sexos;2000;34.296
40 Segovia;65 y más;Españoles;Ambos sexos;1999;33.996
40 Segovia;65 y más;Españoles;Ambos sexos;1998;33.146
40 Segovia;65 y más;Españoles;Hombres;2022;15.696
40 Segovia;65 y más;Españoles;Hombres;2021;15.425
40 Segovia;65 y más;Españoles;Hombres;2020;15.484
40 Segovia;65 y más;Españoles;Hombres;2019;15.363
40 Segovia;65 y más;Españoles;Hombres;2018;15.231
40 Segovia;65 y más;Españoles;Hombres;2017;15.165
40 Segovia;65 y más;Españoles;Hombres;2016;15.131
40 Segovia;65 y más;Españoles;Hombres;2015;15.149
40 Segovia;65 y más;Españoles;Hombres;2014;15.131
40 Segovia;65 y más;Españoles;Hombres;2013;15.046
40 Segovia;65 y más;Españoles;Hombres;2012;15.068
40 Segovia;65 y más;Españoles;Hombres;2011;15.089
40 Segovia;65 y más;Españoles;Hombres;2010;15.073
40 Segovia;65 y más;Españoles;Hombres;2009;14.999
40 Segovia;65 y más;Españoles;Hombres;2008;14.991
40 Segovia;65 y más;Españoles;Hombres;2007;15.080
40 Segovia;65 y más;Españoles;Hombres;2006;15.218
40 Segovia;65 y más;Españoles;Hombres;2005;15.124
40 Segovia;65 y más;Españoles;Hombres;2004;15.293
40 Segovia;65 y más;Españoles;Hombres;2003;15.379
40 Segovia;65 y más;Españoles;Hombres;2002;15.461
40 Segovia;65 y más;Españoles;Hombres;2001;15.292
40 Segovia;65 y más;Españoles;Hombres;2000;15.064
40 Segovia;65 y más;Españoles;Hombres;1999;14.887
40 Segovia;65 y más;Españoles;Hombres;1998;14.543
40 Segovia;65 y más;Españoles;Mujeres;2022;18.803
40 Segovia;65 y más;Españoles;Mujeres;2021;18.581
40 Segovia;65 y más;Españoles;Mujeres;2020;18.816
40 Segovia;65 y más;Españoles;Mujeres;2019;18.826
40 Segovia;65 y más;Españoles;Mujeres;2018;18.870
40 Segovia;65 y más;Españoles;Mujeres;2017;18.985
40 Segovia;65 y más;Españoles;Mujeres;2016;19.025
40 Segovia;65 y más;Españoles;Mujeres;2015;19.168
40 Segovia;65 y más;Españoles;Mujeres;2014;19.187
40 Segovia;65 y más;Españoles;Mujeres;2013;19.190
40 Segovia;65 y más;Españoles;Mujeres;2012;19.388
40 Segovia;65 y más;Españoles;Mujeres;2011;19.483
40 Segovia;65 y más;Españoles;Mujeres;2010;19.434
40 Segovia;65 y más;Españoles;Mujeres;2009;19.458
40 Segovia;65 y más;Españoles;Mujeres;2008;19.457
40 Segovia;65 y más;Españoles;Mujeres;2007;19.554
40 Segovia;65 y más;Españoles;Mujeres;2006;19.630
40 Segovia;65 y más;Españoles;Mujeres;2005;19.588
40 Segovia;65 y más;Españoles;Mujeres;2004;19.705
40 Segovia;65 y más;Españoles;Mujeres;2003;19.738
40 Segovia;65 y más;Españoles;Mujeres;2002;19.771
40 Segovia;65 y más;Españoles;Mujeres;2001;19.576
40 Segovia;65 y más;Españoles;Mujeres;2000;19.232
40 Segovia;65 y más;Españoles;Mujeres;1999;19.108
40 Segovia;65 y más;Españoles;Mujeres;1998;18.602
40 Segovia;65 y más;Extranjeros;Ambos sexos;2022;720
40 Segovia;65 y más;Extranjeros;Ambos sexos;2021;627
40 Segovia;65 y más;Extranjeros;Ambos sexos;2020;579
40 Segovia;65 y más;Extranjeros;Ambos sexos;2019;506
40 Segovia;65 y más;Extranjeros;Ambos sexos;2018;437
40 Segovia;65 y más;Extranjeros;Ambos sexos;2017;388
40 Segovia;65 y más;Extranjeros;Ambos sexos;2016;361
40 Segovia;65 y más;Extranjeros;Ambos sexos;2015;348
40 Segovia;65 y más;Extranjeros;Ambos sexos;2014;339
40 Segovia;65 y más;Extranjeros;Ambos sexos;2013;342
40 Segovia;65 y más;Extranjeros;Ambos sexos;2012;321
40 Segovia;65 y más;Extranjeros;Ambos sexos;2011;272
40 Segovia;65 y más;Extranjeros;Ambos sexos;2010;257
40 Segovia;65 y más;Extranjeros;Ambos sexos;2009;235
40 Segovia;65 y más;Extranjeros;Ambos sexos;2008;214
40 Segovia;65 y más;Extranjeros;Ambos sexos;2007;161
40 Segovia;65 y más;Extranjeros;Ambos sexos;2006;143
40 Segovia;65 y más;Extranjeros;Ambos sexos;2005;138
40 Segovia;65 y más;Extranjeros;Ambos sexos;2004;117
40 Segovia;65 y más;Extranjeros;Ambos sexos;2003;97
40 Segovia;65 y más;Extranjeros;Ambos sexos;2002;74
40 Segovia;65 y más;Extranjeros;Ambos sexos;2001;56
40 Segovia;65 y más;Extranjeros;Ambos sexos;2000;52
40 Segovia;65 y más;Extranjeros;Ambos sexos;1999;38
40 Segovia;65 y más;Extranjeros;Ambos sexos;1998;30
40 Segovia;65 y más;Extranjeros;Hombres;2022;290
40 Segovia;65 y más;Extranjeros;Hombres;2021;257
40 Segovia;65 y más;Extranjeros;Hombres;2020;243
40 Segovia;65 y más;Extranjeros;Hombres;2019;199
40 Segovia;65 y más;Extranjeros;Hombres;2018;183
40 Segovia;65 y más;Extranjeros;Hombres;2017;181
40 Segovia;65 y más;Extranjeros;Hombres;2016;168
40 Segovia;65 y más;Extranjeros;Hombres;2015;152
40 Segovia;65 y más;Extranjeros;Hombres;2014;143
40 Segovia;65 y más;Extranjeros;Hombres;2013;142
40 Segovia;65 y más;Extranjeros;Hombres;2012;126
40 Segovia;65 y más;Extranjeros;Hombres;2011;105
40 Segovia;65 y más;Extranjeros;Hombres;2010;90
40 Segovia;65 y más;Extranjeros;Hombres;2009;83
40 Segovia;65 y más;Extranjeros;Hombres;2008;77
40 Segovia;65 y más;Extranjeros;Hombres;2007;62
40 Segovia;65 y más;Extranjeros;Hombres;2006;61
40 Segovia;65 y más;Extranjeros;Hombres;2005;53
40 Segovia;65 y más;Extranjeros;Hombres;2004;46
40 Segovia;65 y más;Extranjeros;Hombres;2003;43
40 Segovia;65 y más;Extranjeros;Hombres;2002;32
40 Segovia;65 y más;Extranjeros;Hombres;2001;26
40 Segovia;65 y más;Extranjeros;Hombres;2000;26
40 Segovia;65 y más;Extranjeros;Hombres;1999;23
40 Segovia;65 y más;Extranjeros;Hombres;1998;18
40 Segovia;65 y más;Extranjeros;Mujeres;2022;430
40 Segovia;65 y más;Extranjeros;Mujeres;2021;370
40 Segovia;65 y más;Extranjeros;Mujeres;2020;336
40 Segovia;65 y más;Extranjeros;Mujeres;2019;307
40 Segovia;65 y más;Extranjeros;Mujeres;2018;254
40 Segovia;65 y más;Extranjeros;Mujeres;2017;207
40 Segovia;65 y más;Extranjeros;Mujeres;2016;193
40 Segovia;65 y más;Extranjeros;Mujeres;2015;196
40 Segovia;65 y más;Extranjeros;Mujeres;2014;196
40 Segovia;65 y más;Extranjeros;Mujeres;2013;200
40 Segovia;65 y más;Extranjeros;Mujeres;2012;195
40 Segovia;65 y más;Extranjeros;Mujeres;2011;167
40 Segovia;65 y más;Extranjeros;Mujeres;2010;167
40 Segovia;65 y más;Extranjeros;Mujeres;2009;152
40 Segovia;65 y más;Extranjeros;Mujeres;2008;137
40 Segovia;65 y más;Extranjeros;Mujeres;2007;99
40 Segovia;65 y más;Extranjeros;Mujeres;2006;82
40 Segovia;65 y más;Extranjeros;Mujeres;2005;85
40 Segovia;65 y más;Extranjeros;Mujeres;2004;71
40 Segovia;65 y más;Extranjeros;Mujeres;2003;54
40 Segovia;65 y más;Extranjeros;Mujeres;2002;42
40 Segovia;65 y más;Extranjeros;Mujeres;2001;30
40 Segovia;65 y más;Extranjeros;Mujeres;2000;26
40 Segovia;65 y más;Extranjeros;Mujeres;1999;14
40 Segovia;65 y más;Extranjeros;Mujeres;1998;12
40 Segovia;65 y más;% Extranjeros;Ambos sexos;2022;2,04
40 Segovia;65 y más;% Extranjeros;Ambos sexos;2021;1,81
40 Segovia;65 y más;% Extranjeros;Ambos sexos;2020;1,66
40 Segovia;65 y más;% Extranjeros;Ambos sexos;2019;1,46
40 Segovia;65 y más;% Extranjeros;Ambos sexos;2018;1,27
40 Segovia;65 y más;% Extranjeros;Ambos sexos;2017;1,12
40 Segovia;65 y más;% Extranjeros;Ambos sexos;2016;1,05
40 Segovia;65 y más;% Extranjeros;Ambos sexos;2015;1,00
40 Segovia;65 y más;% Extranjeros;Ambos sexos;2014;0,98
40 Segovia;65 y más;% Extranjeros;Ambos sexos;2013;0,99
40 Segovia;65 y más;% Extranjeros;Ambos sexos;2012;0,92
40 Segovia;65 y más;% Extranjeros;Ambos sexos;2011;0,78
40 Segovia;65 y más;% Extranjeros;Ambos sexos;2010;0,74
40 Segovia;65 y más;% Extranjeros;Ambos sexos;2009;0,68
40 Segovia;65 y más;% Extranjeros;Ambos sexos;2008;0,62
40 Segovia;65 y más;% Extranjeros;Ambos sexos;2007;0,46
40 Segovia;65 y más;% Extranjeros;Ambos sexos;2006;0,41
40 Segovia;65 y más;% Extranjeros;Ambos sexos;2005;0,40
40 Segovia;65 y más;% Extranjeros;Ambos sexos;2004;0,33
40 Segovia;65 y más;% Extranjeros;Ambos sexos;2003;0,28
40 Segovia;65 y más;% Extranjeros;Ambos sexos;2002;0,21
40 Segovia;65 y más;% Extranjeros;Ambos sexos;2001;0,16
40 Segovia;65 y más;% Extranjeros;Ambos sexos;2000;0,15
40 Segovia;65 y más;% Extranjeros;Ambos sexos;1999;0,11
40 Segovia;65 y más;% Extranjeros;Ambos sexos;1998;0,09
40 Segovia;65 y más;% Extranjeros;Hombres;2022;1,81
40 Segovia;65 y más;% Extranjeros;Hombres;2021;1,64
40 Segovia;65 y más;% Extranjeros;Hombres;2020;1,55
40 Segovia;65 y más;% Extranjeros;Hombres;2019;1,28
40 Segovia;65 y más;% Extranjeros;Hombres;2018;1,19
40 Segovia;65 y más;% Extranjeros;Hombres;2017;1,18
40 Segovia;65 y más;% Extranjeros;Hombres;2016;1,10
40 Segovia;65 y más;% Extranjeros;Hombres;2015;0,99
40 Segovia;65 y más;% Extranjeros;Hombres;2014;0,94
40 Segovia;65 y más;% Extranjeros;Hombres;2013;0,93
40 Segovia;65 y más;% Extranjeros;Hombres;2012;0,83
40 Segovia;65 y más;% Extranjeros;Hombres;2011;0,69
40 Segovia;65 y más;% Extranjeros;Hombres;2010;0,59
40 Segovia;65 y más;% Extranjeros;Hombres;2009;0,55
40 Segovia;65 y más;% Extranjeros;Hombres;2008;0,51
40 Segovia;65 y más;% Extranjeros;Hombres;2007;0,41
40 Segovia;65 y más;% Extranjeros;Hombres;2006;0,40
40 Segovia;65 y más;% Extranjeros;Hombres;2005;0,35
40 Segovia;65 y más;% Extranjeros;Hombres;2004;0,30
40 Segovia;65 y más;% Extranjeros;Hombres;2003;0,28
40 Segovia;65 y más;% Extranjeros;Hombres;2002;0,21
40 Segovia;65 y más;% Extranjeros;Hombres;2001;0,17
40 Segovia;65 y más;% Extranjeros;Hombres;2000;0,17
40 Segovia;65 y más;% Extranjeros;Hombres;1999;0,15
40 Segovia;65 y más;% Extranjeros;Hombres;1998;0,12
